locality,apartment_type,bhk,floor,rent
Puthiyara,Villa,3,,46500
Bilathikulam,Apartment,3,12.0,32500
Vellimadukunnu,Flat,3,8.0,21500
Nadakkavu,Villa,1,,15500
Kottuli,Apartment,3,11.0,22500
Thondayad,Apartment,3,15.0,28500
Kuthiravattom,Apartment,3,9.0,25500
Eranhipalam,Villa,2,,24500
Kottuli,Apartment,2,7.0,13500
Bilathikulam,Apartment,1,4.0,10500
Chevayur,Flat,2,7.0,16500
Beach Road,Villa,1,,19500
Malaparamba,Flat,4,2.0,35000
Palayam,Flat,3,3.0,29000
Ulliyeri,Villa,4,,40500
Chevayur,Flat,1,7.0,9500
Puthiyara,House,2,,23000
Mukkam,Apartment,1,0.0,7000
Vellimadukunnu,Flat,4,5.0,34500
Mankave,Flat,2,5.0,14000
Beach Road,Apartment,1,15.0,12000
Kottuli,Flat,1,3.0,7500
Ulliyeri,Apartment,2,5.0,12000
Kottuli,House,2,,15500
Mavoor Road,Flat,2,0.0,19000
Panniyankara,Apartment,2,13.0,14000
Panniyankara,Apartment,2,13.0,15000
Panniyankara,Flat,2,4.0,15500
Nadakkavu,Flat,1,3.0,9500
Thondayad,Villa,2,,26000
Vellimadukunnu,House,3,,27500
Mavoor Road,House,2,,27500
Balussery,Apartment,1,3.0,6500
Bilathikulam,House,1,,12000
Malaparamba,Apartment,3,6.0,28500
Bilathikulam,Flat,2,2.0,17500
Thondayad,Apartment,2,1.0,16000
Vellimadukunnu,Apartment,2,10.0,15500
Mavoor Road,Flat,2,0.0,21000
Kottuli,Apartment,1,13.0,7000
Feroke,Apartment,2,2.0,14500
Eranhipalam,Flat,2,2.0,17000
Puthiyara,Flat,1,8.0,9500
Bilathikulam,Flat,2,2.0,17500
Mavoor Road,House,1,,15000
Puthiyara,Apartment,3,4.0,33000
Vellimadukunnu,Villa,1,,12000
Beach Road,Apartment,1,4.0,12000
Vellimadukunnu,Flat,3,5.0,21500
Mankave,Apartment,3,12.0,27500
Medical College,Flat,2,0.0,19500
Koduvally,Apartment,1,14.0,6000
Calicut University,Villa,4,,75500
Mankave,Apartment,2,10.0,16000
Kunnamangalam,Apartment,3,1.0,20000
Beach Road,Apartment,2,4.0,24500
Panniyankara,Flat,2,4.0,14000
Mukkam,Apartment,3,5.0,20500
Feroke,Apartment,1,8.0,8000
Puthiyara,Apartment,1,8.0,11000
Palayam,Apartment,1,12.0,11500
Bilathikulam,Apartment,2,13.0,19000
Palayam,Flat,3,2.0,30500
Panniyankara,Flat,2,4.0,13500
Mathara,Flat,2,1.0,14500
Bilathikulam,Flat,3,7.0,27500
Malaparamba,Apartment,3,6.0,29500
Bilathikulam,Apartment,3,8.0,32000
Malaparamba,Apartment,1,7.0,9500
Panniyankara,Apartment,2,13.0,13500
Palayam,Apartment,1,3.0,11000
Balussery,Apartment,2,1.0,13000
Balussery,Flat,4,8.0,29000
Palayam,Villa,3,,46000
Mukkam,Apartment,1,7.0,7500
Nadakkavu,Flat,1,7.0,9000
Eranhipalam,Flat,2,4.0,18000
Nadakkavu,Villa,1,,15500
Panniyankara,House,2,,18500
Beach Road,House,2,,28000
Puthiyara,Villa,2,,27000
Nadakkavu,Flat,3,6.0,29500
Malaparamba,Apartment,2,6.0,17500
Chevayur,Apartment,2,9.0,18000
Nadakkavu,House,2,,22000
Medical College,Apartment,2,0.0,22000
Medical College,Apartment,1,9.0,11500
Puthiyara,Apartment,2,13.0,19000
Thondayad,Apartment,1,5.0,10000
Thondayad,Apartment,3,13.0,29500
Palayam,Apartment,1,9.0,11000
Vellimadukunnu,Flat,2,4.0,13500
Koduvally,Flat,2,3.0,12000
Kuthiravattom,Flat,2,5.0,14500
Palayam,Apartment,2,8.0,19500
Eranhipalam,Flat,2,1.0,17000
Palayam,Apartment,1,7.0,11500
Palayam,Villa,3,,46000
Feroke,Flat,1,4.0,6500
Kuthiravattom,Apartment,3,0.0,22500
Kunnamangalam,House,1,,7000
Bilathikulam,Apartment,3,2.0,28500
Malaparamba,Flat,1,1.0,9000
Nadakkavu,Villa,2,,30500
Nadakkavu,Apartment,1,12.0,10500
Kuthiravattom,Flat,4,0.0,33000
Palayam,Apartment,2,12.0,21000
Palayam,Apartment,2,15.0,19000
Mukkam,Apartment,2,14.0,13000
Bilathikulam,Apartment,2,15.0,18000
Mathara,Villa,3,,39500
Vellimadukunnu,Apartment,3,2.0,22500
Kottuli,Flat,3,5.0,21000
Vellimadukunnu,Apartment,2,15.0,14500
Mukkam,House,2,,14500
Mavoor Road,Villa,3,,55500
Feroke,Apartment,2,4.0,14000
Thondayad,Apartment,3,5.0,29500
Nadakkavu,House,1,,11500
Chevayur,Villa,3,,49000
Palayam,Apartment,1,14.0,10500
Malaparamba,Apartment,2,4.0,16000
Mavoor Road,Flat,4,6.0,49500
Vellimadukunnu,Apartment,1,15.0,8000
Koyilandy Road,Apartment,3,4.0,29500
Kuthiravattom,Apartment,2,0.0,15000
Calicut University,Villa,3,,49500
Panniyankara,Villa,1,,11500
Panniyankara,Villa,1,,11500
Eranhipalam,House,2,,19500
Puthiyara,Apartment,4,15.0,42500
Panniyankara,Villa,1,,12500
Chevayur,Apartment,2,5.0,20500
Eranhipalam,Flat,1,2.0,9000
Palayam,Flat,3,8.0,28000
Mukkam,Apartment,3,8.0,20500
Eranhipalam,Apartment,2,13.0,18500
Chevayur,House,2,,22000
Medical College,Flat,3,2.0,33000
Mathara,Villa,2,,22500
Panniyankara,Apartment,1,8.0,8000
Koyilandy Road,Apartment,2,9.0,16000
Beach Road,Flat,3,8.0,36500
Puthiyara,Villa,1,,15500
Koyilandy Road,Apartment,3,6.0,26500
Kottuli,Apartment,3,14.0,22000
Eranhipalam,Apartment,2,2.0,18000
Panniyankara,Flat,1,1.0,8000
Koduvally,Villa,2,,18500
Kunnamangalam,Villa,2,,17000
Puthiyara,Flat,2,7.0,17500
Kottuli,Flat,1,2.0,7000
Mankave,Flat,2,2.0,15000
Malaparamba,Flat,2,3.0,14500
Vellimadukunnu,Apartment,2,14.0,13500
Chevayur,Apartment,1,4.0,11500
Nadakkavu,Flat,1,5.0,10000
Eranhipalam,Apartment,2,11.0,18500
Vellimadukunnu,Apartment,3,5.0,24000
Mukkam,House,2,,15000
Calicut University,Apartment,2,6.0,23500
Mankave,Apartment,2,2.0,15500
Nadakkavu,Apartment,3,11.0,32000
Vellimadukunnu,Apartment,2,15.0,15500
Mavoor Road,Apartment,3,12.0,34500
Nadakkavu,Flat,2,5.0,20000
Mavoor Road,Flat,3,4.0,35500
Kottuli,Apartment,2,0.0,13500
Malaparamba,House,3,,33500
Puthiyara,Apartment,1,0.0,10500
Beach Road,Flat,4,3.0,49500
Malaparamba,Apartment,2,14.0,17500
Feroke,Apartment,1,7.0,7500
Ulliyeri,Apartment,2,3.0,11000
Kuthiravattom,Flat,2,6.0,15500
Kottuli,Flat,4,6.0,31500
Mavoor Road,Flat,2,3.0,19500
Medical College,Flat,2,7.0,20500
Koyilandy Road,Flat,2,6.0,16500
Ulliyeri,Flat,2,2.0,10500
Puthiyara,Flat,2,8.0,16500
Puthiyara,Apartment,3,14.0,31000
Kottuli,Apartment,1,11.0,7500
Feroke,Apartment,3,5.0,23000
Puthiyara,Apartment,2,5.0,19000
Medical College,Flat,2,3.0,22000
Nadakkavu,Apartment,3,2.0,30500
Chevayur,Flat,2,0.0,17500
Koyilandy Road,Apartment,1,9.0,9000
Panniyankara,Flat,2,1.0,13000
Bilathikulam,Villa,2,,26000
Vellimadukunnu,Apartment,1,4.0,8000
Koduvally,Apartment,3,3.0,21000
Kuthiravattom,Apartment,3,3.0,24500
Palayam,Apartment,4,3.0,49000
Mukkam,House,2,,14000
Malaparamba,Villa,2,,24000
Bilathikulam,Flat,4,1.0,38000
Panniyankara,Apartment,2,4.0,15000
Palayam,Apartment,1,7.0,11500
Beach Road,Apartment,3,5.0,37000
Mukkam,Flat,2,5.0,13000
Calicut University,Apartment,3,11.0,35500
Puthiyara,Villa,1,,15000
Thondayad,Apartment,2,15.0,16000
Panniyankara,Flat,2,7.0,12500
Nadakkavu,Flat,3,1.0,30000
Mavoor Road,Flat,2,8.0,20500
Malaparamba,House,2,,18500
Puthiyara,Flat,1,6.0,9500
Panniyankara,Flat,3,2.0,22000
Koyilandy Road,Flat,2,3.0,14500
Puthiyara,House,2,,22000
Mavoor Road,Apartment,3,8.0,34500
Puthiyara,Apartment,2,10.0,18000
Calicut University,Apartment,3,9.0,33500
Eranhipalam,Apartment,1,11.0,10500
Malaparamba,Apartment,2,3.0,15500
Feroke,Villa,2,,21000
Medical College,Flat,2,6.0,22500
Mankave,Apartment,1,11.0,9000
Nadakkavu,House,2,,23500
Malaparamba,Villa,4,,60000
Palayam,House,3,,37500
Balussery,Flat,2,4.0,12000
Mathara,House,2,,19000
Kuthiravattom,Flat,2,0.0,14500
Puthiyara,Flat,2,6.0,17500
Kottuli,Flat,3,8.0,21500
Eranhipalam,Flat,3,1.0,28000
Puthiyara,Flat,3,4.0,28000
Panniyankara,Apartment,2,6.0,14000
Puthiyara,Apartment,2,2.0,18500
Medical College,Flat,4,2.0,49000
Malaparamba,Apartment,2,15.0,16000
Mankave,Villa,3,,39000
Kottuli,Flat,2,2.0,13000
Calicut University,Villa,1,,18000
Mathara,Flat,2,1.0,14000
Thondayad,Flat,3,3.0,27500
Kuthiravattom,Flat,1,1.0,7500
Kuthiravattom,Apartment,1,7.0,7500
Kottuli,Apartment,1,14.0,8000
Medical College,Apartment,2,1.0,23500
Puthiyara,Apartment,4,13.0,45500
Malaparamba,Villa,2,,26000
Mavoor Road,Flat,4,7.0,51500
Mathara,Apartment,1,15.0,8500
Kunnamangalam,Flat,2,5.0,10000
Palayam,Apartment,3,12.0,33500
Thiruvannur,Apartment,3,4.0,20500
Nadakkavu,Apartment,2,2.0,21000
Kuthiravattom,Flat,3,4.0,23500
Nadakkavu,Apartment,1,9.0,10500
Eranhipalam,Apartment,2,10.0,18000
Koyilandy Road,House,2,,19500
Mukkam,Flat,2,3.0,12500
Kottuli,Apartment,2,15.0,14500
Calicut University,Flat,3,2.0,32000
Ulliyeri,House,2,,13500
Kottuli,Flat,1,4.0,8000
Panniyankara,Apartment,1,6.0,8500
Feroke,Flat,1,7.0,6500
Thiruvannur,Apartment,2,0.0,11000
Malaparamba,Flat,1,3.0,9000
Chevayur,Apartment,3,1.0,31000
Kuthiravattom,Apartment,3,15.0,26000
Bilathikulam,Apartment,3,5.0,30000
Mavoor Road,Flat,3,5.0,35000
Malaparamba,Villa,2,,25500
Chevayur,Apartment,3,8.0,34000
Malaparamba,Apartment,2,10.0,16000
Palayam,Apartment,1,2.0,11500
Kuthiravattom,Apartment,1,4.0,8500
Medical College,Apartment,4,11.0,54500
Puthiyara,Apartment,2,0.0,18500
Koyilandy Road,Flat,2,4.0,16500
Palayam,Flat,2,4.0,20500
Beach Road,Apartment,2,3.0,24000
Mankave,Apartment,1,2.0,9500
Palayam,Flat,1,4.0,10000
Mukkam,Flat,2,6.0,12500
Chevayur,Flat,2,8.0,16000
Koyilandy Road,Apartment,2,8.0,16500
Vellimadukunnu,Apartment,1,9.0,8000
Bilathikulam,Apartment,1,13.0,10500
Mathara,Flat,2,0.0,15000
Kottuli,Apartment,3,3.0,22000
Mathara,Apartment,2,7.0,15000
Palayam,Apartment,2,12.0,20500
Mavoor Road,Flat,3,2.0,35000
Vellimadukunnu,Apartment,2,14.0,14500
Puthiyara,Apartment,3,5.0,30000
Kunnamangalam,Apartment,1,11.0,6000
Chevayur,Flat,2,8.0,16500
Koyilandy Road,Villa,1,,14000
Thondayad,Apartment,3,13.0,29000
Panniyankara,Flat,3,0.0,21000
Vellimadukunnu,House,2,,16500
Koyilandy Road,Flat,2,2.0,15500
Kottuli,Villa,2,,19000
Malaparamba,Apartment,2,12.0,16500
Mathara,House,2,,18500
Mathara,House,1,,9500
Mukkam,Apartment,2,2.0,13000
Vellimadukunnu,Apartment,1,8.0,8000
Kottuli,Apartment,2,1.0,14500
Koyilandy Road,Flat,2,4.0,15000
Thondayad,House,2,,20500
Palayam,Apartment,2,4.0,22000
Kottuli,Flat,3,5.0,21000
Beach Road,Flat,2,3.0,23000
Mankave,Flat,3,5.0,27000
Puthiyara,Flat,4,4.0,43000
Koduvally,Flat,2,3.0,12000
Nadakkavu,Apartment,2,4.0,19000
Puthiyara,Apartment,1,0.0,9000
Koyilandy Road,Villa,1,,12500
Panniyankara,House,3,,29500
Koyilandy Road,Apartment,1,12.0,8500
Kuthiravattom,Apartment,3,11.0,26000
Kuthiravattom,Apartment,2,0.0,13500
Mathara,Flat,2,2.0,14000
Eranhipalam,House,2,,22000
Mavoor Road,Villa,2,,33000
Mankave,Apartment,1,11.0,8500
Panniyankara,Apartment,1,11.0,8500
Puthiyara,Flat,2,5.0,18500
Kottuli,Flat,1,4.0,7000
Kunnamangalam,Apartment,3,10.0,17500
Eranhipalam,Flat,2,8.0,15000
Thiruvannur,Apartment,3,12.0,19000
Eranhipalam,Apartment,3,8.0,30500
Eranhipalam,Apartment,2,10.0,18500
Nadakkavu,Apartment,1,7.0,10000
Kuthiravattom,Flat,2,5.0,15500
Chevayur,Apartment,3,14.0,32500
Kunnamangalam,Apartment,2,5.0,12000
Panniyankara,House,2,,16500
Thondayad,Flat,2,1.0,17000
Vellimadukunnu,Apartment,3,3.0,24000
Mankave,Villa,2,,22000
Kottuli,Apartment,2,2.0,13500
Vellimadukunnu,Apartment,2,5.0,15500
Malaparamba,Apartment,2,11.0,16000
Palayam,Apartment,1,10.0,11000
Puthiyara,Apartment,3,15.0,29000
Panniyankara,Apartment,1,9.0,8500
Kunnamangalam,Flat,3,2.0,16500
Vellimadukunnu,Apartment,2,5.0,15500
Malaparamba,Apartment,2,1.0,16000
Puthiyara,Villa,2,,25500
Palayam,Apartment,2,6.0,22000
Nadakkavu,Villa,1,,16000
Panniyankara,Apartment,1,13.0,8500
Beach Road,House,2,,26500
Panniyankara,Apartment,1,11.0,7500
Panniyankara,Flat,3,3.0,21500
Palayam,Villa,4,,66500
Bilathikulam,Apartment,2,15.0,19000
Mankave,Flat,3,6.0,24500
Koyilandy Road,Flat,2,1.0,14000
Eranhipalam,Apartment,3,13.0,28000
Chevayur,Flat,2,2.0,19000
Malaparamba,Flat,2,1.0,16500
Panniyankara,Flat,3,2.0,23000
Mavoor Road,Apartment,1,6.0,13000
Mathara,House,2,,17000
Kuthiravattom,Flat,3,7.0,21500
Eranhipalam,Flat,3,3.0,27000
Thondayad,Apartment,3,7.0,26500
Puthiyara,Flat,3,5.0,31000
Malaparamba,Apartment,3,8.0,29000
Chevayur,Apartment,2,7.0,20500
Kuthiravattom,Flat,2,6.0,14500
Thondayad,Apartment,4,0.0,37500
Eranhipalam,Flat,2,2.0,16500
Panniyankara,House,2,,16500
Puthiyara,Apartment,2,4.0,19000
Medical College,Apartment,2,2.0,22500
Kottuli,Apartment,2,10.0,14000
Nadakkavu,Apartment,3,1.0,34000
Nadakkavu,Flat,2,2.0,18000
Koyilandy Road,Villa,3,,37500
Vellimadukunnu,Apartment,2,11.0,15500
Beach Road,Flat,1,6.0,12500
Mathara,Apartment,2,7.0,16000
Calicut University,Villa,2,,29000
Palayam,Flat,2,6.0,20000
Nadakkavu,Flat,2,3.0,17000
Vellimadukunnu,Apartment,1,11.0,7500
Malaparamba,Apartment,3,12.0,27500
Malaparamba,Apartment,3,2.0,29000
Thondayad,Apartment,2,2.0,18000
Nadakkavu,Apartment,2,5.0,20000
Kuthiravattom,Apartment,3,2.0,24000
Thondayad,Flat,1,2.0,8500
Malaparamba,Villa,2,,24500
Chevayur,Flat,2,3.0,18000
Bilathikulam,Apartment,2,10.0,18000
Chevayur,Flat,4,7.0,39500
Koyilandy Road,Apartment,2,8.0,16500
Mankave,Apartment,2,1.0,16500
Eranhipalam,Flat,2,6.0,18000
Mankave,Flat,3,7.0,23000
Thondayad,Villa,1,,14000
Mavoor Road,House,2,,25500
Mankave,Flat,2,4.0,16000
Kuthiravattom,Apartment,2,7.0,15500
Bilathikulam,Villa,3,,48000
Malaparamba,Apartment,3,6.0,29500
Kunnamangalam,Flat,3,7.0,16500
Nadakkavu,Flat,2,0.0,18000
Kottuli,Flat,2,0.0,13000
Vellimadukunnu,Apartment,1,0.0,8000
Panniyankara,Apartment,2,14.0,15500
Ulliyeri,Flat,1,6.0,6500
Bilathikulam,Flat,2,6.0,17500
Kuthiravattom,Flat,1,3.0,7500
Chevayur,Flat,3,7.0,27000
Kunnamangalam,Flat,3,5.0,17000
Mankave,Villa,2,,24500
Puthiyara,Apartment,1,3.0,10000
Balussery,Apartment,3,8.0,19000
Mankave,Apartment,1,14.0,9000
Kunnamangalam,House,3,,21000
Mankave,Flat,2,2.0,13500
Koyilandy Road,Apartment,2,12.0,16500
Palayam,Flat,3,8.0,30500
Puthiyara,Apartment,1,15.0,10500
Balussery,Flat,2,7.0,11500
Koyilandy Road,Flat,1,8.0,7500
Beach Road,Apartment,1,3.0,12000
Nadakkavu,House,2,,24000
Panniyankara,Apartment,2,3.0,15500
Vellimadukunnu,Apartment,3,14.0,24500
Medical College,Apartment,1,9.0,12000
Malaparamba,Flat,3,4.0,26000
Nadakkavu,Apartment,1,7.0,10500
Mavoor Road,Apartment,2,2.0,21000
Thiruvannur,Flat,2,1.0,10500
Bilathikulam,Apartment,2,11.0,19500
Thondayad,Villa,2,,24000
Mukkam,Flat,2,7.0,13000
Mathara,Villa,3,,36000
Beach Road,Apartment,1,15.0,13500
Nadakkavu,House,2,,21000
Feroke,Apartment,3,2.0,22000
Kunnamangalam,Villa,1,,8500
Feroke,Flat,2,2.0,12500
Ulliyeri,Apartment,2,5.0,12000
Kottuli,Flat,2,4.0,14500
Thondayad,Apartment,2,0.0,17500
Mathara,Apartment,2,6.0,16000
Bilathikulam,Apartment,3,1.0,32500
Panniyankara,Apartment,4,8.0,34000
Vellimadukunnu,House,2,,16000
Beach Road,Flat,2,2.0,22000
Mavoor Road,House,2,,25500
Mathara,Flat,1,4.0,8000
Beach Road,Flat,3,4.0,36000
Panniyankara,Apartment,1,5.0,8500
Puthiyara,Flat,2,3.0,17000
Medical College,Apartment,2,10.0,21500
Eranhipalam,Apartment,2,15.0,17500
Koyilandy Road,Villa,1,,13000
Puthiyara,Apartment,1,9.0,10500
Koduvally,Apartment,3,7.0,21000
Vellimadukunnu,Villa,4,,52000
Bilathikulam,Flat,4,5.0,42000
Mavoor Road,Apartment,1,3.0,11500
Chevayur,Apartment,1,2.0,10500
Vellimadukunnu,Flat,2,3.0,14000
Panniyankara,Villa,1,,11500
Vellimadukunnu,Flat,1,5.0,7000
Vellimadukunnu,House,2,,17500
Panniyankara,Apartment,1,2.0,8500
Ulliyeri,Apartment,3,5.0,21000
Bilathikulam,Flat,1,4.0,10000
Mankave,Villa,2,,22500
Bilathikulam,Flat,2,5.0,17500
Bilathikulam,Apartment,2,15.0,19500
Chevayur,Apartment,2,7.0,19500
Kottuli,Apartment,2,4.0,14500
Palayam,Villa,2,,30500
Calicut University,House,1,,13500
Eranhipalam,Villa,1,,14000
Malaparamba,Villa,2,,23000
Mavoor Road,Apartment,3,8.0,37000
Malaparamba,Apartment,2,5.0,16000
Panniyankara,Apartment,2,9.0,14000
Nadakkavu,Flat,1,7.0,10500
Bilathikulam,Villa,2,,28000
Feroke,Apartment,2,14.0,14000
Koyilandy Road,Villa,2,,24000
Beach Road,Apartment,2,15.0,24000
Thondayad,Flat,3,0.0,24500
Bilathikulam,Apartment,2,7.0,19500
Kottuli,Flat,2,0.0,12500
Feroke,Apartment,1,9.0,7000
Calicut University,Villa,3,,54500
Thiruvannur,Apartment,1,14.0,6500
Mankave,Apartment,2,4.0,17500
Koyilandy Road,Flat,2,8.0,14500
Palayam,Villa,1,,16000
Kottuli,Villa,2,,20000
Malaparamba,Apartment,2,7.0,18000
Eranhipalam,Flat,1,8.0,10000
Medical College,House,2,,25000
Malaparamba,Apartment,3,12.0,27500
Malaparamba,Flat,1,3.0,9000
Thiruvannur,Villa,3,,27500
Panniyankara,Villa,3,,37000
Koyilandy Road,Apartment,1,13.0,9000
Malaparamba,Apartment,2,10.0,17500
Calicut University,Apartment,2,10.0,20000
Eranhipalam,Villa,2,,26500
Mankave,Flat,1,7.0,7500
Thondayad,Flat,3,7.0,27500
Mankave,Flat,1,8.0,7500
Bilathikulam,Villa,2,,28000
Beach Road,Villa,2,,32500
Mukkam,Flat,3,3.0,20500
Koyilandy Road,House,2,,18500
Eranhipalam,Apartment,2,2.0,19500
Nadakkavu,Apartment,4,7.0,43500
Kuthiravattom,House,3,,31000
Thiruvannur,Villa,3,,30500
Kunnamangalam,Apartment,3,0.0,18000
Palayam,Flat,4,4.0,49000
Bilathikulam,Flat,1,7.0,9500
Mavoor Road,Villa,2,,34000
Medical College,Villa,2,,32000
Panniyankara,Apartment,2,2.0,15500
Kottuli,Villa,2,,20000
Bilathikulam,Apartment,1,11.0,11000
Mukkam,Apartment,3,0.0,20000
Beach Road,Apartment,4,2.0,56000
Kottuli,Flat,2,6.0,14000
Mankave,Villa,2,,23500
Malaparamba,Flat,3,6.0,24500
Puthiyara,Flat,3,7.0,28000
Vellimadukunnu,House,3,,29500
Mankave,Villa,4,,54000
Koduvally,Villa,1,,10000
Mathara,Apartment,2,4.0,17000
Nadakkavu,Apartment,2,5.0,22000
Malaparamba,House,4,,46000
Koyilandy Road,Flat,3,6.0,24000
Panniyankara,Flat,1,8.0,8000
Palayam,Flat,3,6.0,33500
Eranhipalam,Apartment,2,6.0,18500
Palayam,House,2,,25000
Koyilandy Road,Apartment,2,15.0,15000
Vellimadukunnu,Flat,1,8.0,7000
Malaparamba,Apartment,2,8.0,17000
Mavoor Road,Apartment,2,3.0,22000
Thondayad,Apartment,1,12.0,9500
Eranhipalam,Villa,2,,25000
Chevayur,Apartment,3,4.0,31500
Malaparamba,Villa,2,,24000
Eranhipalam,Apartment,3,6.0,30500
Kottuli,Flat,3,2.0,22000
Kottuli,Apartment,3,14.0,22500
Kunnamangalam,Apartment,2,1.0,11000
Beach Road,Apartment,2,12.0,22000
Eranhipalam,Flat,2,0.0,16500
Calicut University,Flat,3,6.0,34500
Panniyankara,Flat,2,1.0,14000
Mankave,Flat,1,0.0,8000
Bilathikulam,Apartment,1,6.0,10000
Nadakkavu,Apartment,1,12.0,11500
Thondayad,Apartment,3,7.0,27000
Mukkam,Apartment,2,5.0,13500
Thondayad,Flat,2,1.0,16000
Mathara,Apartment,1,3.0,9000
Malaparamba,Villa,3,,39000
Mathara,Flat,2,0.0,15000
Panniyankara,Apartment,2,10.0,14000
Nadakkavu,House,4,,56500
Eranhipalam,Apartment,2,5.0,20000
Mathara,Flat,2,5.0,15500
Thondayad,Apartment,2,7.0,17000
Nadakkavu,Apartment,2,15.0,19500
Palayam,Apartment,2,15.0,19000
Puthiyara,Apartment,2,5.0,19500
Puthiyara,Apartment,2,10.0,18500
Puthiyara,Villa,1,,16500
Thondayad,House,2,,20500
Mavoor Road,Flat,3,8.0,34000
Puthiyara,Apartment,1,6.0,11500
Mathara,House,4,,42000
Eranhipalam,Villa,3,,42500
Mavoor Road,Apartment,3,8.0,35500
Kuthiravattom,Villa,2,,22000
Kunnamangalam,House,3,,21500
Mankave,Flat,1,2.0,8500
Eranhipalam,Apartment,2,3.0,19000
Thondayad,Flat,3,0.0,27000
Beach Road,Flat,3,0.0,35000
Palayam,Apartment,2,3.0,20500
Chevayur,Flat,3,5.0,28500
Bilathikulam,Villa,1,,14000
Mathara,Apartment,3,14.0,23500
Mathara,Flat,2,2.0,15000
Eranhipalam,Flat,1,4.0,10000
Thiruvannur,Apartment,3,10.0,18000
Koduvally,Apartment,2,5.0,12000
Nadakkavu,Flat,3,7.0,29500
Nadakkavu,Apartment,1,12.0,11000
Kunnamangalam,Apartment,1,4.0,7000
Kuthiravattom,Apartment,1,3.0,9000
Kuthiravattom,Apartment,2,13.0,15000
Puthiyara,House,1,,12500
Calicut University,Flat,1,3.0,11500
Kuthiravattom,Apartment,4,4.0,40500
Medical College,Apartment,2,11.0,22000
Mankave,House,3,,31000
Vellimadukunnu,Flat,1,3.0,7500
Kottuli,Apartment,2,0.0,13000
Kottuli,Villa,2,,21000
Chevayur,Flat,3,6.0,33000
Vellimadukunnu,Apartment,2,15.0,14500
Koyilandy Road,Villa,2,,24000
Mathara,Flat,2,8.0,13000
Mavoor Road,Flat,2,5.0,22500
Eranhipalam,House,2,,22500
Thondayad,Flat,2,2.0,16000
Calicut University,House,3,,41500
Koyilandy Road,Apartment,3,13.0,24500
Kottuli,Apartment,2,4.0,15000
Calicut University,Flat,2,2.0,21000
Palayam,Apartment,3,12.0,30500
Chevayur,Apartment,2,12.0,18500
Malaparamba,Apartment,1,3.0,9000
Mathara,Apartment,2,11.0,14500
Balussery,Flat,2,5.0,12500
Mavoor Road,Apartment,2,8.0,20500
Mankave,Apartment,2,5.0,17500
Kuthiravattom,Apartment,2,4.0,15000
Kuthiravattom,Apartment,2,8.0,15500
Mathara,Apartment,1,13.0,9000
Beach Road,Flat,2,2.0,22500
Mathara,Villa,1,,13000
Ulliyeri,Flat,2,4.0,11500
Malaparamba,Apartment,3,11.0,25000
Chevayur,Apartment,2,0.0,18500
Ulliyeri,House,2,,14000
Kottuli,Flat,4,4.0,34500
Thondayad,Flat,2,8.0,16500
Panniyankara,Apartment,1,7.0,8500
Eranhipalam,Flat,2,2.0,16500
Thondayad,Villa,2,,24000
Beach Road,Flat,2,7.0,20500
Thondayad,Apartment,2,11.0,17500
Nadakkavu,Flat,1,1.0,10000
Beach Road,Apartment,2,15.0,21500
Panniyankara,Flat,1,4.0,8000
Malaparamba,Apartment,1,15.0,9000
Panniyankara,Flat,1,8.0,7500
Thiruvannur,Apartment,1,5.0,6500
Beach Road,Flat,3,2.0,35500
Nadakkavu,Apartment,2,12.0,20500
Mavoor Road,Villa,2,,32000
Thondayad,Flat,2,8.0,16000
Chevayur,Villa,2,,29500
Panniyankara,Flat,1,4.0,8000
Calicut University,Flat,3,1.0,33500
Eranhipalam,Villa,3,,46500
Medical College,Apartment,2,8.0,21500
Ulliyeri,House,3,,23000
Malaparamba,Apartment,1,5.0,9000
Eranhipalam,Apartment,2,0.0,18000
Balussery,Flat,2,3.0,12500
Nadakkavu,Flat,3,7.0,30000
Koyilandy Road,Apartment,3,11.0,24500
Feroke,Villa,3,,31500
Palayam,Flat,2,4.0,20000
Koyilandy Road,Flat,2,6.0,15000
Koyilandy Road,Apartment,3,15.0,25500
Calicut University,Apartment,4,7.0,49000
Beach Road,House,1,,15000
Beach Road,Flat,2,1.0,22500
Kottuli,Villa,2,,20000
Calicut University,Apartment,2,2.0,23000
Ulliyeri,Flat,2,7.0,11000
Vellimadukunnu,Apartment,1,10.0,8500
Eranhipalam,Villa,2,,27000
Calicut University,Flat,2,5.0,20000
Mathara,Flat,3,4.0,26000
Bilathikulam,Villa,2,,25500
Vellimadukunnu,Apartment,2,4.0,15500
Mankave,Apartment,1,9.0,9000
Kuthiravattom,Apartment,4,14.0,34000
Thondayad,Apartment,1,14.0,9500
Ulliyeri,Flat,2,4.0,11500
Malaparamba,Apartment,3,8.0,27000
Puthiyara,House,3,,35500
Palayam,Flat,3,6.0,31500
Koduvally,House,1,,8000
Puthiyara,Apartment,3,0.0,29500
Kunnamangalam,Villa,1,,9500
Calicut University,Villa,1,,18000
Koduvally,Apartment,2,5.0,13500
Koyilandy Road,Flat,3,2.0,26500
Nadakkavu,Apartment,1,4.0,12000
Mathara,Villa,2,,22500
Balussery,Apartment,2,14.0,11500
Puthiyara,Flat,2,3.0,17000
Thiruvannur,Apartment,2,7.0,12000
Beach Road,Apartment,1,15.0,12000
Malaparamba,House,1,,11500
Bilathikulam,House,3,,36000
